123456|30|1
123456|619|1
123456|696|1
123456|740|1
123456|3372|1
123456|3688|64
123456|3921|1
123456|9493|1
123456|9838|1
123456|13529|1
123456|13531|1
123456|13537|1
123456|13543|1
123456|13560|92
123456|13572|92
123456|13581|1
123456|19296|1
